Mes,Scorecard,Decision,Rango Original,Casos,Sumas,Global (Preg.1.a)
200602,2,D,230-234,14,3233,Mas de 219
200602,2,D,125-129,124,15758,Menos de 165
200602,2,A,235-239,5,1184,Mas de 219
200602,3,A,225-229,767,174022,Mas de 219
200602,4,A,120-124,4,494,Menos de 165
200602,2,D,210-214,138,29197,210-214
200602,3,D,165-169,2941,490956,165-169
200602,3,A,Mas de 264,141,38452,Mas de 219
200602,3,A,195-199,2199,432884,195-199
200602,2,D,190-194,1050,201453,190-194
200602,3,D,245-249,126,31097,Mas de 219
200602,4,A,130-134,17,2245,Menos de 165
200602,3,A,135-139,61,8368,Menos de 165
200602,2,A,150-154,4,611,Menos de 165
200602,3,A,140-144,102,14501,Menos de 165
200602,4,D,190-194,5751,1104358,190-194
200602,3,A,165-169,535,89379,165-169
200602,2,A,170-174,140,24120,170-174
200602,3,A,145-149,158,23277,Menos de 165
200602,3,D,Mas de 264,38,10402,Mas de 219
200602,2,A,130-134,1,130,Menos de 165
200602,4,A,205-209,4932,1020262,205-209
200602,4,A,230-234,2174,504251,Mas de 219
200602,3,D,240-244,156,37701,Mas de 219
200602,4,A,255-259,498,127919,Mas de 219
200602,4,A,220-224,3324,737669,Mas de 219
200602,3,D,260-264,33,8635,Mas de 219
200602,4,A,210-214,4317,915042,210-214
200602,4,A,170-174,1139,195950,170-174
200602,3,D,Menor que 120,941,102756,Mas de 219
200602,2,A,220-224,33,7308,Mas de 219
200602,3,D,200-204,951,192079,200-204
200602,3,A,185-189,1197,223837,185-189
200603,4,A,180-184,2392,435376,180-184
200603,3,A,155-159,336,52845,Menos de 165
200603,3,D,220-224,600,133185,Mas de 219
200603,3,A,130-134,48,6350,Menos de 165
200603,3,A,255-259,128,32922,Mas de 219
200603,2,D,230-234,5,1165,Mas de 219
200603,4,D,195-199,4233,833381,195-199
200603,4,A,225-229,3150,714782,Mas de 219
200603,4,D,160-164,6370,1032875,Menos de 165
200603,3,D,250-254,103,25955,Mas de 219
200603,2,D,175-179,2324,411480,175-179
200603,2,D,215-219,148,32091,215-219
200603,2,D,250-254,1,251,Mas de 219
200603,3,A,150-154,216,32874,Menos de 165
200603,4,D,165-169,7019,1173168,165-169
200603,2,D,180-184,2238,407269,180-184
200603,2,A,210-214,147,31159,210-214
200603,3,A,245-249,296,73051,Mas de 219
200603,4,D,200-204,4005,809073,200-204
200603,3,D,210-214,812,172108,210-214
200603,4,D,145-149,3390,498318,Menos de 165
200603,4,A,230-234,2458,570080,Mas de 219
200603,3,D,255-259,50,12853,Mas de 219
200603,4,A,190-194,2907,558100,190-194
200603,4,D,225-229,1217,276154,Mas de 219
200603,2,A,170-174,377,64876,170-174
200603,3,A,235-239,468,110884,Mas de 219
200603,4,A,215-219,4475,970935,215-219
200603,3,A,240-244,377,91210,Mas de 219
200603,4,D,Mas de 264,64,17370,Mas de 219
200603,3,D,125-129,889,113023,Menos de 165
200603,2,A,190-194,978,187818,190-194
200603,4,A,175-179,1911,338379,175-179
200603,4,D,Menor que 120,839,92583,Mas de 219
200603,3,A,120-124,17,2071,Menos de 165
200603,3,A,205-209,1712,354322,205-209
200603,2,D,220-224,73,16169,Mas de 219
200603,4,D,130-134,1300,171953,Menos de 165
200603,2,A,140-144,1,140,Menos de 165
200603,3,D,180-184,3190,580772,180-184
200603,4,A,135-139,97,13329,Menos de 165
200603,3,D,155-159,3127,491154,Menos de 165
200603,2,D,160-164,3264,529001,Menos de 165
200603,4,A,195-199,6908,1359829,195-199
200603,4,D,245-249,272,67154,Mas de 219
200603,3,A,Menor que 120,14,1607,Mas de 219
200603,4,D,175-179,7919,1401925,175-179
200603,4,A,Mas de 264,264,71644,Mas de 219
200603,4,A,260-264,246,64394,Mas de 219
200603,4,A,140-144,90,12791,Menos de 165
200603,4,A,170-174,1397,240389,170-174
200603,2,D,195-199,1103,217169,195-199
200603,4,A,220-224,3857,855913,Mas de 219
200603,2,D,145-149,1470,216150,Menos de 165
200603,4,A,250-254,656,165199,Mas de 219
200603,2,D,125-129,217,27631,Menos de 165
200603,4,D,235-239,584,138314,Mas de 219
200603,2,A,155-159,4,629,Menos de 165
200603,2,D,165-169,3393,566545,165-169
200603,4,D,185-189,7206,1347466,185-189
200603,4,A,185-189,2634,492639,185-189
200603,4,D,170-174,6581,1131530,170-174
200603,2,A,230-234,15,3491,Mas de 219
200603,4,A,165-169,996,166456,165-169
200603,4,D,220-224,1673,371323,Mas de 219
200603,2,A,215-219,93,20153,215-219
200603,4,D,240-244,405,97979,Mas de 219
200603,4,D,205-209,2997,620003,205-209
200603,2,D,155-159,3100,486764,Menos de 165
200603,4,A,160-164,709,114934,Menos de 165
200603,3,D,190-194,2525,484491,190-194
200603,4,A,255-259,443,113786,Mas de 219
200603,3,D,215-219,613,132946,215-219
200603,3,D,230-234,375,87003,Mas de 219
200603,4,A,145-149,227,33442,Menos de 165
200603,2,D,140-144,909,129165,Menos de 165
200603,2,D,255-259,1,256,Mas de 219
200603,4,A,200-204,7140,1442359,200-204
200603,4,A,125-129,11,1408,Menos de 165
200603,3,D,120-124,617,75326,Menos de 165
200603,4,D,260-264,51,13340,Mas de 219
200603,2,A,150-154,10,1516,Menos de 165
200603,2,A,180-184,908,165359,180-184
200603,3,D,150-154,2641,401753,Menos de 165
200603,4,D,140-144,2327,330717,Menos de 165
200603,4,D,135-139,1755,240714,Menos de 165
200603,2,D,170-174,2244,385999,170-174
200603,3,A,210-214,1380,292465,210-214
200603,2,D,150-154,2302,349834,Menos de 165
200603,4,A,155-159,728,114244,Menos de 165
200603,3,D,135-139,1682,230696,Menos de 165
200603,3,D,140-144,1888,268155,Menos de 165
200603,4,D,125-129,971,123654,Menos de 165
200603,3,D,Mas de 264,59,16026,Mas de 219
200603,3,D,260-264,30,7842,Mas de 219
200603,4,A,130-134,22,2911,Menos de 165
200603,3,D,195-199,1231,242376,195-199
200603,2,D,235-239,10,2368,Mas de 219
200603,2,D,240-244,3,727,Mas de 219
200603,2,D,185-189,2163,404347,185-189
200603,3,A,180-184,1578,287355,180-184
200603,2,A,195-199,677,133259,195-199
200603,3,D,160-164,3616,585747,Menos de 165
200603,4,D,250-254,173,43562,Mas de 219
200603,2,D,200-204,621,125268,200-204
200603,2,D,120-124,120,14713,Menos de 165
200603,4,A,245-249,937,231328,Mas de 219
200603,3,A,225-229,758,171979,Mas de 219
200603,2,A,160-164,101,16365,Menos de 165
200603,3,D,165-169,3810,635802,165-169
200603,4,D,210-214,2501,530063,210-214
200603,4,A,240-244,1215,294005,Mas de 219
200603,2,A,200-204,415,83595,200-204
200603,3,A,190-194,1437,275886,190-194
200603,4,D,255-259,94,24119,Mas de 219
200603,3,D,185-189,3053,570642,185-189
200603,2,A,225-229,20,4545,Mas de 219
200603,2,A,165-169,120,20036,165-169
200603,2,A,145-149,6,882,Menos de 165
200603,3,A,230-234,665,154280,Mas de 219
200603,3,D,145-149,2479,364538,Menos de 165
200603,4,A,235-239,1718,407000,Mas de 219
200603,2,D,135-139,514,70445,Menos de 165
200603,3,D,Menor que 120,1287,140824,Mas de 219
200603,3,D,200-204,1063,214599,200-204
200603,4,A,205-209,6209,1284123,205-209
200603,4,A,120-124,4,487,Menos de 165
200603,3,A,175-179,1530,271144,175-179
200603,4,A,150-154,301,45785,Menos de 165
200603,3,A,215-219,1144,248182,215-219
200603,3,A,195-199,2312,455154,195-199
200603,3,A,Mas de 264,133,36296,Mas de 219
200603,3,A,260-264,89,23293,Mas de 219
200603,3,D,130-134,1204,159106,Menos de 165
200603,3,A,250-254,225,56678,Mas de 219
200603,2,A,245-249,2,494,Mas de 219
200603,4,D,120-124,588,72022,Menos de 165
200603,3,A,135-139,77,10574,Menos de 165
200603,2,A,175-179,765,135434,175-179
200603,3,D,225-229,426,96719,Mas de 219
200603,3,A,140-144,115,16321,Menos de 165
200603,3,D,245-249,134,33087,Mas de 219
200603,2,D,210-214,203,42969,210-214
200603,2,D,205-209,363,75073,205-209
200603,2,A,235-239,9,2127,Mas de 219
200603,4,D,155-159,5496,863388,Menos de 165
200603,2,A,185-189,1097,205052,185-189
200603,3,A,170-174,1135,195372,170-174
200603,3,A,220-224,933,207061,Mas de 219
200603,4,D,230-234,808,187355,Mas de 219
200603,2,D,225-229,40,9066,Mas de 219
200603,3,A,160-164,443,71792,Menos de 165
200603,2,A,240-244,3,723,Mas de 219
200603,3,D,235-239,246,58274,Mas de 219
200603,4,D,215-219,1979,429406,215-219
200603,2,D,Menor que 120,93,10915,Mas de 219
200603,3,D,240-244,194,46913,Mas de 219
200603,4,A,210-214,5289,1120994,210-214
200603,3,A,185-189,1572,293918,185-189
200603,3,D,170-174,2995,515305,170-174
200603,2,A,220-224,44,9763,Mas de 219
200603,2,A,205-209,282,58288,205-209
200603,4,D,150-154,4164,632880,Menos de 165
200603,3,D,175-179,3333,590577,175-179
200603,3,A,145-149,180,26511,Menos de 165
200603,4,A,Menor que 120,5,582,Mas de 219
200603,4,D,190-194,7604,1460344,190-194
200603,2,D,130-134,351,46360,Menos de 165
200603,3,D,205-209,964,199536,205-209
200603,3,A,200-204,1892,382151,200-204
200603,3,A,125-129,35,4450,Menos de 165
200603,2,D,190-194,1713,328853,190-194
200603,4,D,180-184,7894,1436295,180-184
200603,3,A,165-169,550,91872,165-169
200604,4,D,240-244,272,65781,Mas de 219
200604,2,A,120-124,1,123,Menos de 165
200604,3,D,155-159,2041,320686,Menos de 165
200604,2,A,195-199,718,141315,195-199
200604,4,A,185-189,6107,1142182,185-189
200604,4,A,160-164,1706,276688,Menos de 165
200604,4,D,205-209,2794,577976,205-209
200604,2,D,145-149,2850,419324,Menos de 165
200604,2,D,125-129,534,67918,Menos de 165
200604,4,D,235-239,425,100625,Mas de 219
200604,4,A,250-254,784,197468,Mas de 219
200604,2,A,230-234,11,2543,Mas de 219
200604,2,A,215-219,74,16048,215-219
200604,3,D,150-154,1805,274573,Menos de 165
200604,4,A,125-129,120,15320,Menos de 165
200604,2,D,200-204,468,94404,200-204
200604,3,D,195-199,912,179588,195-199
200604,3,A,180-184,2621,477407,180-184
200604,2,D,185-189,1690,315909,185-189
200604,4,D,245-249,158,39012,Mas de 219
200604,3,D,120-124,472,57640,Menos de 165
200604,4,D,175-179,7931,1404000,175-179
200604,2,A,150-154,17,2586,Menos de 165
200604,2,D,165-169,3490,582830,165-169
200604,3,A,150-154,585,89046,Menos de 165
200604,3,D,180-184,1948,354598,180-184
200604,3,D,140-144,1367,194208,Menos de 165
200604,3,D,255-259,42,10818,Mas de 219
200604,2,A,170-174,565,97174,170-174
200604,4,A,135-139,291,39893,Menos de 165
200604,2,A,140-144,5,708,Menos de 165
200604,3,A,120-124,44,5367,Menos de 165
200604,4,A,260-264,249,65170,Mas de 219
200604,2,D,220-224,23,5104,Mas de 219
200604,3,A,Menor que 120,106,11889,Mas de 219
200604,3,A,215-219,1425,309239,215-219
200604,2,D,160-164,3327,539215,Menos de 165
200604,4,D,130-134,1695,224224,Menos de 165
200604,4,A,Mas de 264,372,101072,Mas de 219
200604,2,D,195-199,767,150845,195-199
200604,3,A,190-194,2499,479624,190-194
200604,3,A,230-234,904,209679,Mas de 219
200604,3,D,145-149,1594,234400,Menos de 165
200604,3,D,170-174,1695,291466,170-174
200604,2,A,180-184,1100,200280,180-184
200604,4,A,200-204,8180,1652422,200-204
200604,4,A,220-224,4290,952088,Mas de 219
200604,2,D,135-139,1104,151352,Menos de 165
200604,4,D,225-229,1006,228231,Mas de 219
200604,2,A,155-159,19,2990,Menos de 165
200604,4,A,240-244,1481,358401,Mas de 219
200604,2,A,125-129,3,383,Menos de 165
200604,4,D,200-204,3617,730566,200-204
200604,4,D,165-169,7432,1241976,165-169
200604,2,A,210-214,135,28602,210-214
200604,4,D,185-189,6126,1145201,185-189
200604,2,D,175-179,1989,352309,175-179
200604,3,A,170-174,1772,304923,170-174
200604,3,D,250-254,69,17382,Mas de 219
200604,4,A,195-199,8114,1597381,195-199
200604,4,A,175-179,4418,782511,175-179
200604,2,D,230-234,10,2319,Mas de 219
200604,3,A,245-249,428,105656,Mas de 219
200604,2,D,215-219,73,15813,215-219
200604,3,D,125-129,627,79769,Menos de 165
200604,3,A,155-159,669,105143,Menos de 165
200604,4,A,140-144,348,49497,Menos de 165
200604,3,A,130-134,163,21548,Menos de 165
200604,4,D,160-164,6913,1120729,Menos de 165
200604,4,A,180-184,5965,1085673,180-184
200604,4,D,260-264,35,9162,Mas de 219
200604,2,A,220-224,47,10415,Mas de 219
200604,2,A,190-194,1019,195659,190-194
200604,3,A,205-209,1966,406882,205-209
200604,2,D,225-229,20,4525,Mas de 219
200604,4,D,135-139,2257,309765,Menos de 165
200604,2,D,140-144,1898,269452,Menos de 165
200604,4,A,145-149,566,83285,Menos de 165
200604,4,A,225-229,3485,790692,Mas de 219
200604,4,D,Menor que 120,1351,148654,Mas de 219
200604,3,A,125-129,91,11580,Menos de 165
200604,3,A,210-214,1706,361585,210-214
200604,3,D,190-194,1619,310741,190-194
200604,3,A,255-259,209,53740,Mas de 219
200604,4,A,165-169,1915,320034,165-169
200604,3,D,230-234,263,61034,Mas de 219
200604,4,D,Mas de 264,38,10376,Mas de 219
200604,3,D,215-219,470,101905,215-219
200604,3,D,220-224,470,104252,Mas de 219
200604,2,D,180-184,1823,331909,180-184
200604,2,A,175-179,911,161331,175-179
200604,4,D,230-234,630,146064,Mas de 219
200604,3,A,250-254,381,96012,Mas de 219
200604,3,D,235-239,195,46176,Mas de 219
200604,4,D,215-219,1651,358106,215-219
200604,2,A,205-209,236,48804,205-209
200604,4,D,120-124,869,106415,Menos de 165
200604,4,D,155-159,6175,969718,Menos de 165
200604,4,D,195-199,3815,751451,195-199
200604,3,A,160-164,909,147245,Menos de 165
200604,2,D,Menor que 120,193,22594,Mas de 219
200604,2,A,240-244,6,1448,Mas de 219
200604,2,A,235-239,5,1185,Mas de 219
200604,2,D,190-194,1359,260861,190-194
200604,3,A,220-224,1275,282929,Mas de 219
200604,2,D,210-214,111,23516,210-214
200604,3,D,175-179,2121,375753,175-179
200604,3,D,245-249,118,29129,Mas de 219
200604,3,A,260-264,190,49681,Mas de 219
200604,2,A,245-249,4,989,Mas de 219
200604,4,D,150-154,4707,715630,Menos de 165
200604,3,A,135-139,225,30882,Menos de 165
200604,3,D,130-134,843,111381,Menos de 165
200604,4,A,190-194,6756,1297518,190-194
200604,4,A,Menor que 120,48,5421,Mas de 219
200604,3,A,200-204,2047,413457,200-204
200604,4,D,140-144,3033,430864,Menos de 165
200604,4,D,255-259,63,16160,Mas de 219
200604,2,A,130-134,4,529,Menos de 165
200604,3,A,175-179,1949,345380,175-179
200604,4,A,150-154,856,130162,Menos de 165
200604,4,D,180-184,7249,1318841,180-184
200604,3,A,240-244,598,144600,Mas de 219
200604,3,D,225-229,330,74860,Mas de 219
200604,3,D,205-209,748,154768,205-209
200604,4,A,230-234,2762,640646,Mas de 219
200604,4,D,145-149,4114,604597,Menos de 165
200604,4,A,215-219,4852,1052553,215-219
200604,3,D,210-214,561,118844,210-214
200604,2,A,225-229,27,6124,Mas de 219
200604,4,D,170-174,6652,1144047,170-174
200604,3,A,235-239,671,159022,Mas de 219
200604,3,A,185-189,2673,499798,185-189
200604,2,D,150-154,2721,413582,Menos de 165
200604,4,D,125-129,1280,162854,Menos de 165
200604,3,D,185-189,1837,343294,185-189
200604,4,A,235-239,1948,461474,Mas de 219
200604,2,A,165-169,123,20537,165-169
200604,2,A,145-149,11,1617,Menos de 165
200604,3,D,160-164,2267,367319,Menos de 165
200604,2,A,200-204,437,88164,200-204
200604,4,D,210-214,2191,464090,210-214
200604,4,A,155-159,1350,212139,Menos de 165
200604,3,D,165-169,2356,393325,165-169
200604,3,A,225-229,1110,251830,Mas de 219
200604,2,D,120-124,292,35781,Menos de 165
200604,2,D,205-209,257,53099,205-209
200604,3,A,195-199,2429,478146,195-199
200604,3,A,140-144,360,51124,Menos de 165
200604,2,D,240-244,2,484,Mas de 219
200604,2,D,235-239,2,472,Mas de 219
200604,3,A,Mas de 264,200,54576,Mas de 219
200604,2,A,185-189,1211,226306,185-189
200604,4,A,120-124,44,5406,Menos de 165
200604,4,A,245-249,1070,264205,Mas de 219
200604,2,A,160-164,75,12158,Menos de 165
200604,4,A,130-134,142,18762,Menos de 165
200604,4,D,220-224,1422,315592,Mas de 219
200604,2,D,170-174,1717,295325,170-174
200604,4,D,190-194,6112,1173809,190-194
200604,3,D,135-139,1117,153110,Menos de 165
200604,3,A,145-149,397,58462,Menos de 165
200604,3,D,260-264,31,8112,Mas de 219
200604,2,D,245-249,1,245,Mas de 219
200604,3,D,Mas de 264,28,7634,Mas de 219
200604,4,D,250-254,114,28699,Mas de 219
200604,2,A,135-139,5,687,Menos de 165
200604,4,A,170-174,2849,490055,170-174
200604,2,D,130-134,878,115796,Menos de 165
200604,4,A,205-209,6905,1428197,205-209
200604,3,A,165-169,1229,205126,165-169
200604,3,D,Menor que 120,1123,122653,Mas de 219
200604,3,D,240-244,132,31925,Mas de 219
200604,4,A,255-259,545,140002,Mas de 219
200604,3,D,200-204,881,178008,200-204
200604,4,A,210-214,5927,1256315,210-214
200604,2,D,155-159,3436,539492,Menos de 165
200605,2,D,Menor que 120,223,25958,Mas de 219
200605,4,A,245-249,1590,392612,Mas de 219
200605,3,D,190-194,798,153124,190-194
200605,3,A,175-179,617,109365,175-179
200605,2,D,200-204,555,111898,200-204
200605,3,A,125-129,41,5204,Menos de 165
200605,4,A,150-154,1835,278680,Menos de 165
200605,2,A,165-169,346,57798,165-169
200605,2,A,215-219,79,17108,215-219
200605,4,A,185-189,11267,2107244,185-189
200605,4,D,255-259,78,20031,Mas de 219
200605,3,D,160-164,620,100489,Menos de 165
200605,4,A,240-244,1997,483312,Mas de 219
200605,4,A,235-239,2816,667080,Mas de 219
200605,3,D,215-219,182,39511,215-219
200605,4,D,205-209,2535,524454,205-209
200605,4,D,260-264,34,8913,Mas de 219
200605,4,D,Mas de 264,51,13878,Mas de 219
200605,2,A,145-149,38,5598,Menos de 165
200605,2,D,135-139,1021,140118,Menos de 165
200605,2,A,190-194,1070,205376,190-194
200605,3,A,210-214,519,110038,210-214
200605,3,A,230-234,302,70056,Mas de 219
200605,2,D,140-144,1803,256458,Menos de 165
200605,3,D,145-149,442,64992,Menos de 165
200605,3,D,165-169,621,103690,165-169
200605,4,A,200-204,12824,2590894,200-204
200605,4,A,Mas de 264,500,135916,Mas de 219
200605,4,D,130-134,1480,195787,Menos de 165
200605,3,A,250-254,129,32481,Mas de 219
200605,3,D,Menor que 120,246,26888,Mas de 219
200605,4,D,155-159,5454,856623,Menos de 165
200605,3,D,195-199,522,102758,195-199
200605,3,A,170-174,589,101351,170-174
200605,3,A,220-224,443,98293,Mas de 219
200605,2,A,125-129,2,254,Menos de 165
200605,2,A,195-199,722,142128,195-199
200605,4,A,135-139,612,83997,Menos de 165
200605,4,D,245-249,222,54807,Mas de 219
200605,2,A,225-229,24,5444,Mas de 219
200605,2,D,165-169,4458,744058,165-169
200605,4,A,140-144,688,97860,Menos de 165
200605,2,D,185-189,2305,430744,185-189
200605,3,A,180-184,789,143707,180-184
200605,2,D,160-164,5072,821666,Menos de 165
200605,3,D,225-229,154,34963,Mas de 219
200605,3,A,190-194,761,146120,190-194
200605,2,D,215-219,74,16036,215-219
200605,3,A,255-259,67,17211,Mas de 219
200605,2,D,205-209,268,55356,205-209
200605,2,D,225-229,19,4313,Mas de 219
200605,2,A,185-189,1308,244521,185-189
200605,4,D,210-214,1937,410293,210-214
200605,4,D,230-234,629,145852,Mas de 219
200605,2,A,170-174,839,144368,170-174
200605,2,A,235-239,10,2359,Mas de 219
200605,3,D,255-259,33,8487,Mas de 219
200605,2,A,200-204,438,88371,200-204
200605,2,A,175-179,1108,196172,175-179
200605,3,D,125-129,152,19327,Menos de 165
200605,3,D,240-244,72,17409,Mas de 219
200605,3,A,195-199,741,145959,195-199
200605,4,D,Menor que 120,1345,147343,Mas de 219
200605,3,D,185-189,904,169054,185-189
200605,2,A,240-244,9,2174,Mas de 219
200605,3,A,165-169,430,71763,165-169
200605,3,D,200-204,380,76735,200-204
200605,3,A,215-219,429,93068,215-219
200605,4,A,205-209,10334,2137184,205-209
200605,3,A,160-164,358,57948,Menos de 165
200605,2,A,135-139,6,823,Menos de 165
200605,3,A,120-124,18,2199,Menos de 165
200605,2,D,175-179,2707,479439,175-179
200605,2,D,125-129,469,59675,Menos de 165
200605,4,A,260-264,370,96881,Mas de 219
200605,3,A,200-204,645,130215,200-204
200605,2,A,140-144,6,852,Menos de 165
200605,3,A,145-149,161,23720,Menos de 165
200605,3,D,175-179,1111,196911,175-179
200605,4,D,150-154,4244,644898,Menos de 165
200605,2,D,130-134,842,111141,Menos de 165
200605,4,D,180-184,7115,1294758,180-184
200605,3,D,250-254,39,9812,Mas de 219
200605,4,A,Menor que 120,92,10242,Mas de 219
200605,3,D,Mas de 264,22,5965,Mas de 219
200605,2,D,245-249,3,740,Mas de 219
200605,3,D,140-144,358,50808,Menos de 165
200605,3,D,135-139,312,42771,Menos de 165
200605,2,A,220-224,44,9760,Mas de 219
200605,3,D,170-174,839,144289,170-174
200605,2,D,235-239,2,470,Mas de 219
200605,2,D,240-244,5,1207,Mas de 219
200605,2,A,160-164,317,51470,Menos de 165
200605,4,A,130-134,307,40611,Menos de 165
200605,4,A,225-229,5149,1168340,Mas de 219
200605,2,A,250-254,1,253,Mas de 219
200605,3,D,220-224,171,37905,Mas de 219
200605,4,D,165-169,7054,1178891,165-169
200605,3,D,235-239,87,20612,Mas de 219
200605,2,D,170-174,3010,517379,170-174
200605,2,D,220-224,47,10412,Mas de 219
200605,3,A,245-249,166,40978,Mas de 219
200605,2,A,205-209,242,50026,205-209
200605,3,A,155-159,230,36102,Menos de 165
200605,4,D,190-194,6371,1223792,190-194
200605,4,D,215-219,1611,349535,215-219
200605,3,A,150-154,175,26648,Menos de 165
200605,2,A,260-264,1,262,Mas de 219
200605,3,D,120-124,111,13554,Menos de 165
200605,4,A,210-214,9138,1936928,210-214
200605,4,D,145-149,3773,554583,Menos de 165
200605,3,A,185-189,922,172393,185-189
200605,4,A,230-234,4010,929908,Mas de 219
200605,4,A,125-129,279,35571,Menos de 165
200605,4,A,175-179,9177,1625345,175-179
200605,3,A,240-244,196,47355,Mas de 219
200605,3,D,205-209,324,67059,205-209
200605,4,A,250-254,1103,277808,Mas de 219
200605,2,A,155-159,260,40924,Menos de 165
200605,3,A,205-209,606,125417,205-209
200605,3,D,155-159,555,87193,Menos de 165
200605,4,A,180-184,10932,1989384,180-184
200605,2,A,130-134,1,133,Menos de 165
200605,3,D,130-134,240,31695,Menos de 165
200605,2,A,245-249,2,496,Mas de 219
200605,4,D,195-199,3487,686825,195-199
200605,3,D,260-264,10,2625,Mas de 219
200605,4,D,125-129,1227,156139,Menos de 165
200605,4,D,225-229,947,214863,Mas de 219
200605,3,A,135-139,100,13720,Menos de 165
200605,3,A,Mas de 264,99,26904,Mas de 219
200605,3,D,245-249,70,17285,Mas de 219
200605,2,D,120-124,270,33052,Menos de 165
200605,3,A,140-144,130,18474,Menos de 165
200605,4,D,235-239,437,103499,Mas de 219
200605,2,A,230-234,8,1850,Mas de 219
200605,4,D,185-189,6394,1195364,185-189
200605,3,D,150-154,541,82293,Menos de 165
200605,4,A,190-194,12724,2443865,190-194
200605,4,A,160-164,3267,530035,Menos de 165
200605,2,D,145-149,2635,387379,Menos de 165
200605,4,A,220-224,6352,1409479,Mas de 219
200605,4,A,170-174,5808,999013,170-174
200605,2,A,210-214,153,32381,210-214
200605,4,D,170-174,7296,1254890,170-174
200605,4,D,240-244,281,68006,Mas de 219
200605,4,D,200-204,3286,663561,200-204
200605,4,A,120-124,97,11831,Menos de 165
200605,4,D,175-179,8622,1526181,175-179
200605,3,A,235-239,240,56857,Mas de 219
200605,4,A,215-219,7327,1589287,215-219
200605,3,D,230-234,110,25514,Mas de 219
200605,3,D,210-214,247,52360,210-214
200605,2,D,180-184,2572,468227,180-184
200605,4,A,195-199,12923,2543546,195-199
200605,4,A,145-149,1230,180798,Menos de 165
200605,4,A,165-169,3887,650015,165-169
200605,2,A,150-154,152,23073,Menos de 165
200605,2,D,190-194,1908,366126,190-194
200605,4,D,135-139,2014,276449,Menos de 165
200605,4,D,140-144,2799,397880,Menos de 165
200605,3,A,225-229,365,82867,Mas de 219
200605,2,A,180-184,1256,228580,180-184
200605,3,A,Menor que 120,32,3623,Mas de 219
200605,3,D,180-184,1061,193195,180-184
200605,4,A,155-159,2623,412159,Menos de 165
200605,4,D,120-124,857,104900,Menos de 165
200605,2,D,150-154,4381,665517,Menos de 165
200605,3,A,260-264,62,16260,Mas de 219
200605,4,D,160-164,6361,1031389,Menos de 165
200605,4,A,255-259,756,194212,Mas de 219
200605,4,D,220-224,1309,290481,Mas de 219
200605,2,D,155-159,5934,932113,Menos de 165
200605,2,D,195-199,1001,196979,195-199
200605,4,D,250-254,106,26682,Mas de 219
200605,2,D,230-234,8,1862,Mas de 219
200605,2,D,210-214,145,30683,210-214
200605,3,A,130-134,56,7387,Menos de 165
200606,3,A,Menor que 120,38,4290,Mas de 219
200606,3,D,190-194,473,90809,190-194
200606,4,A,255-259,794,203936,Mas de 219
200606,4,D,170-174,7561,1300381,170-174
200606,3,D,180-184,596,108438,180-184
200606,2,D,155-159,7062,1109106,Menos de 165
200606,4,D,220-224,1577,350035,Mas de 219
200606,2,D,195-199,835,164360,195-199
200606,4,D,Mas de 264,69,18708,Mas de 219
200606,4,D,135-139,2647,363130,Menos de 165
200606,4,D,140-144,3420,485933,Menos de 165
200606,2,A,180-184,1085,197441,180-184
200606,2,D,120-124,494,60493,Menos de 165
200606,3,A,260-264,28,7334,Mas de 219
200606,4,A,145-149,1355,199233,Menos de 165
200606,4,D,250-254,158,39824,Mas de 219
200606,4,A,200-204,13897,2807481,200-204
200606,4,D,175-179,7909,1399975,175-179
200606,3,D,230-234,104,24097,Mas de 219
200606,4,A,215-219,8055,1747182,215-219
200606,4,D,200-204,3751,757626,200-204
200606,2,A,120-124,1,123,Menos de 165
200606,2,D,180-184,1888,343672,180-184
200606,4,A,160-164,3744,607624,Menos de 165
200606,3,D,210-214,257,54449,210-214
200606,4,A,195-199,14131,2781390,195-199
200606,2,A,230-234,16,3709,Mas de 219
200606,4,A,165-169,4329,723793,165-169
200606,2,D,190-194,1321,253427,190-194
200606,4,D,240-244,379,91716,Mas de 219
200606,3,D,155-159,729,114671,Menos de 165
200606,4,D,125-129,1544,196452,Menos de 165
200606,2,D,165-169,4901,817075,165-169
200606,3,D,150-154,642,97623,Menos de 165
200606,4,D,235-239,525,124332,Mas de 219
200606,4,D,185-189,4672,873244,185-189
200606,2,D,145-149,3720,547295,Menos de 165
200606,3,D,255-259,8,2059,Mas de 219
200606,4,A,190-194,14177,2723087,190-194
200606,3,A,135-139,128,17530,Menos de 165
200606,3,D,120-124,177,21615,Menos de 165
200606,2,D,215-219,82,17761,215-219
200606,2,A,150-154,63,9583,Menos de 165
200606,4,D,225-229,1151,261179,Mas de 219
200606,2,A,245-249,3,739,Mas de 219
200606,3,D,130-134,283,37407,Menos de 165
200606,2,A,255-259,2,518,Mas de 219
200606,2,A,155-159,86,13525,Menos de 165
200606,2,A,130-134,10,1314,Menos de 165
200606,3,A,150-154,310,47178,Menos de 165
200606,3,A,Mas de 264,38,10349,Mas de 219
200606,4,A,180-184,11794,2146459,180-184
200606,4,D,Menor que 120,2132,233277,Mas de 219
200606,2,D,125-129,682,86742,Menos de 165
200606,3,A,205-209,578,119667,205-209
200606,3,D,260-264,15,3920,Mas de 219
200606,4,A,250-254,1167,293965,Mas de 219
200606,4,A,220-224,6893,1529782,Mas de 219
